date,state,S,I,R,hospitalization,icu,ventilator
06/24/2020,Colorado,2229556.582427932,8767.772969654487,3457239.6446024072,263.03318908963456,39.454978363445186,35.07109187861795
06/25/2020,Colorado,2227946.301935199,7714.746847206836,3459902.9512175876,231.44240541620508,34.71636081243076,30.858987388827344
06/26/2020,Colorado,2226530.4747929494,6787.2910227458515,3462246.2341842987,203.61873068237554,30.54280960235633,27.149164090983408
06/27/2020,Colorado,2225285.672994458,5970.636170585033,3464307.6908349507,179.11908511755098,26.867862767632648,23.882544682340132
06/28/2020,Colorado,2224191.278855792,5251.703750533641,3466121.017393668,157.55111251600923,23.632666877401384,21.006815002134566
06/29/2020,Colorado,2223229.1506940625,4618.922302741492,3467715.92700319,138.56766908224475,20.78515036233671,18.475689210965967
06/30/2020,Colorado,2222383.3286857945,4062.062268422448,3469118.609045777,121.86186805267344,18.279280207901014,16.24824907368979
07/01/2020,Colorado,2221639.7702583144,3572.0894510688445,3470352.14029061,107.16268353206533,16.0744025298098,14.288357804275378
07/02/2020,Colorado,2220986.1267787535,3141.0249429968057,3471436.8482782436,94.23074828990417,14.134612243485625,12.564099771987223
07/03/2020,Colorado,2220411.5358805098,2761.8316386492543,3472390.6324808346,82.85494915947763,12.428242373921643,11.047326554597017
07/04/2020,Colorado,2219906.444531167,2428.3001152701313,3473229.255353556,72.84900345810394,10.92735051871559,9.713200461080525
07/05/2020,Colorado,2219462.4552972238,2134.958959394674,3473966.585743375,64.04876878184021,9.607315317276031,8.539835837578696
07/06/2020,Colorado,2219072.1796656493,1876.9845691431074,3474614.835765201,56.30953707429322,8.446430561143982,7.507938276572429
07/07/2020,Colorado,2218729.1256697094,1650.1294860486146,3475184.7448442355,49.503884581458436,7.425582687218765,6.600517944194459
07/08/2020,Colorado,2218427.581148374,1450.651192242045,3475685.7676593782,43.519535767261345,6.527930365089202,5.80260476896818
07/09/2020,Colorado,2218162.5269078687,1275.2556336626149,3476126.217458463,38.25766900987844,5.738650351481766,5.101022534650459
07/10/2020,Colorado,2217929.548313281,1121.0422188342038,3476513.4094678788,33.63126656502612,5.044689984753917,4.484168875336815
07/11/2020,Colorado,2217724.7667487543,985.4591847195846,3476853.77406652,29.56377554158754,4.4345663312381305,3.941836738878339
07/12/2020,Colorado,2217544.7687939717,866.2591399192772,3477152.9720661025,25.987774197578315,3.8981661296367474,3.465036559677109
07/13/2020,Colorado,2217386.555648629,761.465675372876,3477415.978675992,22.84397026118628,3.4265955391779417,3.045862701491504
07/14/2020,Colorado,2217247.4927319526,669.3409170158143,3477647.1663510255,20.080227510474426,3.012034126571164,2.6773636680632573
07/15/2020,Colorado,2217125.262098636,588.355039187863,3477850.3828621698,17.65065117563589,2.6475976763453835,2.353420156751452
07/16/2020,Colorado,2217017.826556405,517.1626485175617,3478029.010795071,15.51487945552685,2.3272319183290273,2.0686505940702467
07/17/2020,Colorado,2216923.395674464,454.5806673153232,3478186.0236582146,13.637420019459695,2.0456130029189543,1.8183226692612928
07/18/2020,Colorado,2216840.3954712674,399.5685955611757,3478324.0359331653,11.98705786683527,1.7980586800252905,1.5982743822447028
07/19/2020,Colorado,2216767.442659853,351.2116109330982,3478445.3457292076,10.536348327992945,1.5804522491989417,1.4048464437323929
07/20/2020,Colorado,2216703.320995567,308.705079674973,3478551.973924752,9.261152390249189,1.3891728585373784,1.2348203186998918
