date,state,S,I,R,hospitalization,icu,ventilator,bed-usage,icu-usage,ventilator-usage
07/30/2020,Tennessee,2775753.340045299,191.38284702937028,3994065.277107668,5.741485410881109,0.8612228116321662,0.7655313881174811,0.00030998193558369014,0.0005614229541278788,0.0004029112569039374
07/31/2020,Tennessee,2775716.474501313,168.75089903024272,3994124.774599653,5.062526970907282,0.7593790456360922,0.6750035961209709,0.00027332507131558586,0.0004950319723833717,0.0003552650505899847
08/01/2020,Tennessee,2775683.9689775864,148.79493362012028,3994177.23608879,4.463848008603608,0.6695772012905412,0.5951797344804811,0.0002410024839976033,0.00043649100475263444,0.0003132524918318322
08/02/2020,Tennessee,2775655.3077737708,131.19858444288536,3994223.4936417826,3.935957533286561,0.5903936299929841,0.5247943377715415,0.00021250175646725844,0.0003848719882613977,0.00027620754619554815
08/04/2020,Tennessee,2775630.036303553,115.68294233034032,3994264.280754113,3.4704882699102098,0.5205732404865314,0.4627317693213613,0.0001873711408006808,0.0003393567408647532,0.000243543036484927
03/08/2020,Texas,28701834.0,11.0,0.0,0.32999999999999996,0.049499999999999995,0.044,5.684264921195417e-06,8.863025962399283e-06,5.057471264367816e-06
03/09/2020,Texas,28701827.93615336,13.329956868309335,3.7338897747354634,0.39989870604928,0.059984805907392004,0.05331982747323734,6.888273293416243e-06,1.0740341254680752e-05,6.128715801521533e-06
03/10/2020,Texas,28701820.587895207,16.153431658334256,8.258673131056934,0.48460294975002766,0.07269044246250414,0.06461372663333702,8.347307721126995e-06,1.301529856087809e-05,7.4268651302686224e-06
03/11/2020,Texas,28701811.68318257,19.574952750386718,13.741864676776832,0.5872485825116015,0.08808728737674022,0.07829981100154687,1.0115383386643727e-05,1.577211949449243e-05,8.99997827603987e-06
03/12/2020,Texas,28701800.892327305,23.721197563335082,20.3864751277368,0.7116359269000524,0.10674538903500785,0.09488479025334033,1.2257961018001075e-05,1.911287180573104e-05,1.0906297730269004e-05
03/13/2020,Texas,28701787.815820172,28.74567082363006,28.438508997403357,0.8623701247089018,0.12935551870633527,0.11498268329452024,1.485436439081736e-05,2.316123880149244e-05,1.3216400378680488e-05
03/14/2020,Texas,28701771.96950302,34.83440168412468,38.19609529188096,1.0450320505237403,0.15675480757856103,0.13933760673649873,1.800072432217277e-05,2.806710968282203e-05,1.601581686626422e-05
03/15/2020,Texas,28701752.76680164,42.212770107565134,50.020428249375314,1.266383103226954,0.1899574654840431,0.16885108043026054,2.181350621353809e-05,3.401207976437656e-05,1.940817016439776e-05
03/16/2020,Texas,28701729.496740617,51.15395376808511,64.34930560716882,1.5346186130425532,0.23019279195638298,0.20461581507234045,2.643387499857985e-05,4.121625639326463e-05,2.3519059203717293e-05
03/17/2020,Texas,28701701.2977792,61.98898039497336,81.71324039757778,1.8596694118492008,0.2789504117773801,0.24795592157989343,3.203288970543796e-05,4.994635842030082e-05,2.850068064136706e-05
03/18/2020,Texas,28701667.12599888,75.11894995229308,102.75505116249266,2.2535684985687925,0.3380352747853188,0.30047579980917233,3.881781928462307e-05,6.0525563972304174e-05,3.453744825392786e-05
03/19/2020,Texas,28701625.716322117,91.02993389484267,128.25374398422218,2.73089801684528,0.40963470252679196,0.3641197355793707,4.7039841819744726e-05,7.334551522413463e-05,4.1852843170042614e-05
03/20/2020,Texas,28701575.535737436,110.31094494820736,159.15331760986066,3.3093283484462206,0.4963992522669331,0.44124377979282947,5.7003330435728546e-05,8.888079718297817e-05,5.071767583825626e-05
03/21/2020,Texas,28701514.72657154,133.67572983796796,196.59769861805074,4.010271895139039,0.6015407842708558,0.5347029193518719,6.907711472119609e-05,0.00010770649673605295,6.146010567262896e-05
03/22/2020,Texas,28701441.03772911,161.9891832700946,241.97308761668796,4.859675498102837,0.7289513247154257,0.6479567330803784,8.370813018866312e-05,0.00013051948517733673,7.447778541153774e-05
03/23/2020,Texas,28701351.741387513,196.29934775262745,296.9592647277338,5.8889804325788235,0.8833470648868235,0.7851973910105098,0.00010143795422580007,0.00015816420141214385,9.025257367936895e-05
03/24/2020,Texas,28701243.532069758,237.87618003079527,363.5917502066494,7.136285400923858,1.0704428101385786,0.9515047201231811,0.00012292283870336503,0.00019166388722266403,0.00010936835863484841
03/25/2020,Texas,28701112.404349405,288.2585215612172,444.33712903028106,8.647755646836515,1.2971633470254773,1.153034086244869,0.0001489579820314618,0.00023225843277090014,0.00013253265359136426
03/26/2020,Texas,28700953.504683957,349.311000485073,542.1843155526793,10.47933001455219,1.5718995021828284,1.397244001940292,0.00018050693333136145,0.0002814502242046246,0.00016060275884371172
03/27/2020,Texas,28700760.951929107,423.29295390117454,660.7551169856755,12.698788617035236,1.9048182925552852,1.6931718156046982,0.00021873720811360324,0.00034105967637516297,0.00019461745006950555
